return_lag_1,return_lag_3,return_lag_5,sma_5,sma_10,sma_20,rsi,macd
-0.32945561285494823,1.1425868444818787,-1.2494147870346572,-0.9280005269204736,-0.9081413838949901,-0.8841409439777435,-0.689066920451612,-1.3058300748933869
1.6484340940135276,-0.8762341752484324,0.20481778049191296,-0.7726557300070385,-0.7594250803619523,-0.759250531241256,-0.21859549014542848,-0.19516623477829592
0.7906810536955056,-0.8696241497378501,1.1097580759593475,1.652000457657874,1.6485849539123802,1.6717648622158088,-0.1543252145765453,-0.44804176382937483
-0.43921778666297023,0.6653448715198836,1.0628367131610776,-0.5576246210051822,-0.583934974228859,-0.6133697121924588,0.9367362171319776,1.1814590862185312
-0.9020931281030993,0.3313418485484511,-0.024456420124219024,0.760056687326918,0.7484983901395917,0.7587143924814774,-0.6174303537017068,-0.09424679225125586
0.06722197351579787,1.251985613850254,0.13377418861671883,-0.5528703370288494,-0.5740272355126885,-0.6092618045132,1.7985914716495421,1.2157929513608206
0.37227133961217895,-0.6008731556855726,-1.4184518804205024,-0.9265398734096725,-0.9138540829524354,-0.8902884922294564,-0.4329219019456917,-1.2923819421026037
-1.2321180793350144,0.7481491029301918,0.9156438544981874,0.7540422316942078,0.7468661904088935,0.7569610172525255,-0.5432920150636256,-0.18770432745725704
-1.6304380390511233,-0.5177897182251667,-2.3655990742191335,-0.7758634396778179,-0.7590814593660158,-0.760989593203033,-0.4754888719011676,-0.23719773898952215
0.34425292204402086,0.28189506667981984,-0.17001477513117919,1.6560673752761828,1.6493008309872474,1.6710062590555275,-0.3883739544791652,-0.3411990577088004
0.0688361072215173,-0.912120387295559,0.33816530651790355,0.747426330498226,0.7465798395789458,0.7554795940999005,-0.6933752396114727,-0.23088636870158166
-0.2140887113724114,-0.4429748015576947,0.6732460575598219,-0.5478582906682574,-0.56492127912037,-0.6027349546813462,1.7589164292447033,1.2815020039217018
0.39429821420845373,1.6729570200198265,-0.8733072047014991,-0.7766080865656769,-0.7624460816178946,-0.7620201484396412,-0.42131015986406023,-0.27385646951031933
-0.02920522150215201,0.8035846069929761,-0.8666758506113847,1.6638575273337883,1.6513768745043647,1.6687161363075083,-0.2980582911286952,-0.30843541230176574
